ticker,fiscal_quarter_end,announcement_date,eps_beat,price_1m_before,price_3m_before,price_change_1m_pct,price_change_3m_pct,eps_estimate_average,eps_estimate_high,eps_estimate_low,eps_estimate_analyst_count,eps_estimate_average_7_days_ago,eps_estimate_average_30_days_ago,eps_estimate_average_60_days_ago,eps_estimate_average_90_days_ago,eps_estimate_revision_up_trailing_7_days,eps_estimate_revision_down_trailing_7_days,eps_estimate_revision_up_trailing_30_days,eps_estimate_revision_down_trailing_30_days,revenue_estimate_average,revenue_estimate_high,revenue_estimate_low,revenue_estimate_analyst_count,elo_before,elo_decay,elo_momentum,elo_vol_4q,total_revenue_yoy_growth_lag1,total_revenue_qoq_growth_lag1,total_revenue_ttm_yoy_growth_lag1,actual_eps_yoy_growth_lag1,actual_eps_qoq_growth_lag1,ebitda_yoy_growth_lag1,operating_income_yoy_growth_lag1,gross_margin_yoy_change_lag1,operating_margin_yoy_change_lag1,stock_price_pre,stock_price_post,atm_strike_pre,atm_call_mid_pre,atm_put_mid_pre,straddle_price_pre,straddle_pct_pre,iv_call_pre,iv_put_pre,iv_avg_pre,iv_avg_post,iv_crush_pct,iv_term_slope,atm_open_interest_pre,atm_volume_pre,chain_pc_volume_ratio,dte_pre,actual_move_pct,crush_profitable,crush_pnl_pct,spy_join_date,spy_spot,spy_spy_close,spy_atm_iv_30d,spy_atm_iv_60d,spy_atm_iv_90d,spy_term_slope_30_60,spy_term_slope_30_90,spy_backwardation_flag,spy_iv_25d_put,spy_iv_25d_call,spy_risk_reversal_25d,spy_butterfly_25d,spy_iv_rank_30d,spy_iv_rank_252d,spy_iv_percentile_252d,spy_rv_5d,spy_rv_21d,spy_vrp_30d,spy_vol_expansion,spy_pc_ratio,spy_pc_ratio_z_20d,spy_voi_ratio,spy_voi_ratio_z_20d,spy_spy_ret_5d,spy_spy_ret_21d,spy_spy_dd_from_60d_high,spy_spy_above_200d_ma,spy_vix_close,spy_vix3m_close,spy_vix_minus_atm_iv_30d
AMZN,2022-06-30,2022-07-28,1.0,107.4,2485.63,13.85,-95.08,0.13,0.41,-0.08,37.0,0.15,0.17,3.12,10.74,1.0,0.0,1.0,3.0,119093000000.0,121000000000.0,105339000000.0,40.0,-159130.4,-135480.48,-5846.4,9398.56,7.3,-75.22,19.2,-53.16,27.59,-21.44,-58.61,0.39,-5.02,121.0,135.0,121.0,3.675,3.725,7.4,6.115702479338844,1.02949,1.03924,1.034365,0.356335,65.55036181618674,-0.595105,3949,10636,0.8818120065620835,2.0,11.570247933884303,0,-5.4545454545454595,2022-07-27,401.0,381.1329345703125,0.209995,0.2131321428571428,0.2204514285714285,0.0031371428571428,0.0104564285714285,0,0.24902,0.18073,0.0682899999999999,0.0048799999999999,0.0555239179954441,0.4877999999999999,0.6135458167330677,0.2433696071084582,0.200981205591232,0.0090137944087679,1.2109072905226688,1.47,0.6500647847170512,0.6744530922198612,-0.3072153207696458,0.0158826788372294,0.0320389989399443,-0.0612679105810948,0,23.239999771118164,25.309999465942383,2.2404997711181664
XOM,2022-06-30,2022-07-29,1.0,88.12,85.25,10.0,13.7,3.74,4.1,2.56,18.0,3.74,3.02,2.91,2.42,4.0,0.0,14.0,0.0,132701000000.0,206437000000.0,90416200000.0,7.0,1893.6,1809.92,406.93,467.99,52.44,-68.29,60.04,218.46,0.98,99.09,131.14,-2.16,2.37,93.0,95.0,93.0,1.15,1.465,2.615,2.8118279569892475,0.67828,0.65876,0.66852,0.395355,40.86115598635792,-0.312185,7944,7857,0.4919877223779167,1.0,2.1505376344086002,1,0.6612903225806472,2022-07-28,408.0,385.9132385253906,0.1969883333333333,0.2037257142857143,0.2059914285714285,0.0067373809523809,0.0090030952380952,0,0.21975,0.18073,0.03902,0.0032516666666666,0.0,0.4227666666666667,0.545816733067729,0.2481022182848188,0.1872705237914871,0.0097178095418462,1.32483325865561,1.44,0.4160135161836654,1.5551766823561253,2.3431161711843584,0.0182553293393115,0.066780558004567,-0.0494940009742878,0,22.329999923706055,24.329999923706055,2.631166590372718
WMT,2022-07-31,2022-08-16,1.0,129.07,122.43,7.98,13.84,0.0,0.0,0.0,0.0,1.81,1.81,1.82,1.91,0.0,0.0,0.0,0.0,150745000000.0,151977000000.0,146003000000.0,26.0,-35019.84,-30152.97,-763.4,2274.27,2.36,,3.01,-23.08,140.72,-14.64,-23.03,-0.8,-1.24,133.0,140.0,133.0,2.9000000000000004,3.25,6.15,4.62406015037594,0.55145,0.55145,0.55145,0.209995,61.91948499410644,-0.297555,3007,5595,1.031237304202591,4.0,5.263157894736836,0,-0.6390977443608961,2022-08-15,429.0,407.5718994140625,0.17585,0.1888583333333333,0.1984980357142857,0.0130083333333333,0.0226480357142856,0,0.20024,0.15146,0.0487799999999999,0.0,0.1052546396201987,0.317075,0.4262948207171315,0.1706546929310794,0.1833857501074099,-0.0075357501074099,0.9305777184493677,1.2,-1.4249458635967194,1.9630207166227025,1.256967739085192,0.0384268722187457,0.1135460779967416,0.0,0,19.950000762939453,23.31999969482422,2.3650007629394523
NVDA,2022-07-31,2022-08-24,1.0,170.24,178.51,1.16,-3.52,0.0,0.0,0.0,0.0,1.25,1.26,1.26,1.35,0.0,0.0,1.0,0.0,8101610000.0,8200800000.0,7883800000.0,30.0,-61888.64,-51782.21,-4065.39,3771.77,46.41,,53.64,48.63,326.67,-7.19,-4.5,1.42,-12.01,172.5,180.0,172.5,5.175000000000001,5.8,10.975000000000001,6.362318840579712,0.88315,0.87339,0.87827,0.62462,28.880640349778545,-0.33658,1857,9689,0.8174945672229283,3.0,4.347826086956519,1,2.014492753623193,2022-08-23,412.0,391.8815002441406,0.2173125,0.2152233928571428,0.2251523214285714,-0.0020891071428571,0.0078398214285714,0,0.25877,0.17585,0.08292,-2.4999999999886224e-06,0.617636418450407,0.5243875,0.6254980079681275,0.1487297646791609,0.1885487915992619,0.028763708400738,0.788813141774297,1.28,-0.9372003219321924,0.4169555861933941,-0.8572890193702679,-0.0403770794227662,0.0424195985557476,-0.0403770794227662,0,24.11000061035156,25.920000076293945,2.378750610351563
JPM,2022-09-30,2022-10-14,1.0,116.12,112.95,-4.25,-1.56,2.88,3.24,2.4,20.0,2.91,2.92,2.95,2.95,0.0,0.0,3.0,5.0,32090600000.0,34153000000.0,30454000000.0,15.0,16202.4,16330.08,22.4,428.65,7.5,5.83,-0.57,-26.98,4.94,-26.0,-28.03,-16.39,-15.68,109.0,116.0,109.0,2.5700000000000003,2.2649999999999997,4.835,4.435779816513762,1.03924,1.06851,1.0538750000000001,0.3856,63.41122049578936,-0.6585150000000002,1507,2920,1.0058450317230354,1.0,6.422018348623859,0,-1.9862385321100975,2022-10-13,367.0,349.232421875,0.2945466666666667,0.2817721428571428,0.27341,-0.0127745238095238,-0.0211366666666667,1,0.3238166666666667,0.2750366666666666,0.04878,0.0048799999999999,0.8769594701151245,0.9105560972357644,0.9601593625498008,0.3086725057633999,0.2582356580575361,0.0363110086091306,1.1953132579956338,1.72,1.9984586988194668,1.5801011120099913,0.0661201118515926,-0.0193732021860321,-0.0687448411768061,-0.1448143471147208,0,31.940000534057617,31.799999237060547,2.485333867390942
JNJ,2022-09-30,2022-10-18,1.0,167.6,170.71,-0.95,-2.75,2.48,2.64,2.21,14.0,2.52,2.52,2.52,2.6,0.0,0.0,1.0,1.0,23336300000.0,23762300000.0,22536000000.0,12.0,7636.0,7388.32,181.33,98.72,3.04,2.54,0.15,4.44,-3.0,-10.76,1.79,-0.42,-0.33,167.5,165.0,167.5,1.895,2.48,4.375,2.6119402985074625,0.32707,0.28804,0.307555,0.21975499999999998,28.54773942872008,-0.08780500000000002,3202,4409,0.6689165497896213,4.0,1.4925373134328401,1,1.1194029850746223,2022-10-17,368.0,350.04364013671875,0.29292,0.28804,0.27341,-0.0048799999999999,-0.01951,1,0.30755,0.26853,0.03902,-0.00488,0.8615675760920992,0.902422560564014,0.952191235059761,0.3400045858515156,0.284016258927044,0.0089037410729559,1.1971307105303908,1.46,0.2520084888499618,0.9792568272120176,-0.3867732999867421,0.0188879562840986,-0.0486046287484184,-0.1428278699856623,0,31.3700008392334,31.739999771118164,2.078000839233397
TSLA,2022-09-30,2022-10-19,1.0,309.07,815.12,-28.16,-72.76,1.0,1.23,0.77,26.0,1.01,1.05,3.08,3.08,0.0,0.0,4.0,1.0,21961800000.0,24227000000.0,18293000000.0,25.0,25916.0,24444.96,364.8,2239.78,41.61,-9.71,64.83,58.33,-28.97,69.89,87.8,0.88,3.58,220.0,207.5,220.0,8.9,8.575,17.475,7.943181818181818,1.10753,1.08802,1.097775,0.82949,24.43897884356995,-0.41949499999999995,14446,49579,0.8284040858401275,3.0,5.681818181818176,1,2.261363636363642,2022-10-18,373.0,354.1564025878906,0.283165,0.2775928571428571,0.2645795238095238,-0.0055721428571428,-0.0185854761904761,1,0.2978,0.26853,0.02927,0.0,0.7692635231036115,0.8536463411585289,0.9203187250996016,0.3302342359437298,0.2861112551721108,-0.0029462551721108,1.1542161658235943,1.24,-1.3689986094998254,0.909595029444847,-0.464107392578778,0.0374291667229109,-0.0448334943934057,-0.1327567104321361,0,30.5,30.979999542236328,2.1834999999999987
GOOGL,2022-09-30,2022-10-25,0.0,98.74,113.06,5.81,-7.59,1.25,1.5,1.06,36.0,1.27,1.27,1.27,1.39,0.0,0.0,3.0,1.0,70605700000.0,73015000000.0,66467000000.0,31.0,-414008.08,-375202.32,-18674.13,23953.07,12.61,2.46,33.12,-11.03,-1.63,-8.04,0.48,-0.82,-3.37,105.5,95.0,105.0,2.145,4.550000000000001,6.695,6.345971563981043,0.74657,0.73681,0.74169,0.48316,34.85688090711753,-0.33657999999999993,6428,13829,0.6951691799295981,4.0,9.952606635071092,0,-3.606635071090049,2022-10-24,380.0,361.54241943359375,0.27829,0.2758475,0.2681814285714285,-0.0024424999999999,-0.0101085714285714,1,0.2978,0.26853,0.02927,0.004875,0.5715331673744324,0.826450481587842,0.896414342629482,0.2207382687411196,0.2884304562258291,-0.0101404562258291,0.7653084616289298,1.27,-1.136988417218057,1.2509426582350331,0.2205854031345057,0.0328495592503377,0.0296778201708007,-0.1146701433130181,0,29.850000381469727,30.329999923706055,2.0210003814697295
MSFT,2022-09-30,2022-10-25,1.0,237.92,268.74,5.35,-6.73,2.3,2.38,2.23,32.0,2.31,2.32,2.32,2.48,0.0,0.0,1.0,2.0,49610700000.0,50216000000.0,48572000000.0,30.0,-314.4,1083.36,-709.33,1098.8,18.35,-4.58,20.07,13.85,74.8,17.6,19.45,-0.35,0.38,247.5,232.5,247.5,6.6,6.699999999999999,13.299999999999999,5.373737373737374,0.64901,0.63925,0.64413,0.39048,39.37869684690978,-0.25365,1811,4274,0.7513365628372782,4.0,6.060606060606055,0,-0.6868686868686815,2022-10-24,380.0,361.54241943359375,0.27829,0.2758475,0.2681814285714285,-0.0024424999999999,-0.0101085714285714,1,0.2978,0.26853,0.02927,0.004875,0.5715331673744324,0.826450481587842,0.896414342629482,0.2207382687411196,0.2884304562258291,-0.0101404562258291,0.7653084616289298,1.27,-1.136988417218057,1.2509426582350331,0.2205854031345057,0.0328495592503377,0.0296778201708007,-0.1146701433130181,0,29.850000381469727,30.329999923706055,2.0210003814697295
AMZN,2022-09-30,2022-10-27,0.0,114.41,134.95,-3.02,-17.78,0.21,0.39,-0.05,35.0,0.22,0.22,0.22,0.32,1.0,0.0,5.0,1.0,127455000000.0,130459000000.0,122586000000.0,38.0,-159018.4,-146689.44,-5958.4,7789.6,7.21,4.11,16.27,-76.32,-51.35,-17.2,-56.93,1.96,-4.07,116.5,103.0,116.0,4.1,4.4,8.5,7.296137339055794,1.24412,1.24412,1.24412,0.4734,61.94900813426357,-0.7560849999999999,4319,9013,0.8669627003009736,2.0,11.587982832618026,0,-4.291845493562232,2022-10-26,384.0,364.5484619140625,0.258775,0.2573789285714286,0.2504128571428571,-0.0013960714285713,-0.0083621428571428,1,0.26853,0.24902,0.01951,0.0,0.2857665836872159,0.727261175633434,0.7689243027888446,0.2305703244307818,0.2911344287705567,-0.0323594287705567,0.7919720295688372,1.4,0.0622803615091766,1.0448529503115311,-0.0747105677745645,0.0366895636713395,0.0512962543460326,-0.1073090730336364,0,27.280000686645508,28.459999084472656,1.40250068664551
XOM,2022-09-30,2022-10-28,1.0,88.86,96.93,24.58,14.21,3.79,4.41,2.71,17.0,3.76,3.44,3.38,3.38,1.0,0.0,15.0,0.0,115601000000.0,159757000000.0,88122000000.0,7.0,2981.6,1990.08,915.73,745.52,68.73,26.82,57.58,276.36,100.0,156.91,323.05,4.39,11.25,108.0,111.0,108.0,1.71,1.865,3.575,3.3101851851851856,0.85388,0.72706,0.79047,0.405115,48.75011069363796,-0.439015,2952,4383,0.5732908308713005,1.0,2.777777777777768,1,0.5324074074074177,2022-10-27,377.0,362.6017456054687,0.2522733333333333,0.2532,0.24902,0.0009266666666666,-0.0032533333333333,1,0.2978,0.21,0.0878,0.0016266666666666,0.1905598672328796,0.694215016052928,0.6972111553784861,0.2181730571425541,0.2854073778337158,-0.0331340445003824,0.7644268301629756,1.41,0.1512523065222904,0.2931253409743122,-1.449137869736744,0.0398729579718084,0.0255038735603612,-0.1120761099782848,0,27.38999938964844,28.280000686645508,2.162666056315103
WMT,2022-10-31,2022-11-15,1.0,130.43,139.52,13.04,5.68,1.32,1.4,1.27,29.0,1.32,1.31,1.31,1.55,2.0,0.0,6.0,0.0,147745000000.0,151843000000.0,144995000000.0,26.0,-32187.84,-31984.37,296.86,2264.11,8.37,7.97,5.04,-0.56,36.16,8.18,-6.8,-1.21,-0.73,138.0,149.0,138.0,4.175,3.8,7.975,5.778985507246377,0.68803,0.69779,0.69291,0.253895,63.35815618189953,-0.39999000000000007,87,1726,2.106950992576227,4.0,7.971014492753614,0,-2.1920289855072372,2022-11-14,396.0,377.04925537109375,0.22463,0.223005,0.2326430357142857,-0.0016249999999999,0.0080130357142857,0,0.23926,0.21,0.02926,0.0,0.1904715415405643,0.5384635601461273,0.4820717131474104,0.4478402012263529,0.2895161329090207,-0.0648861329090206,1.5468574988430264,1.27,-0.3405844077985628,0.7412544941856771,-0.5728813976068465,0.0399263752848821,0.1048289784851141,-0.0542703671560315,0,23.729999542236328,26.1299991607666,1.2669995422363272
NVDA,2022-10-31,2022-11-16,0.0,118.88,187.73,33.83,-15.25,0.69,0.78,0.61,31.0,0.7,0.7,0.71,1.32,2.0,0.0,2.0,2.0,5770780000.0,5998300000.0,5499990000.0,30.0,-61643.84,-56112.29,-1251.95,3858.96,3.03,-19.11,30.79,-50.96,-62.5,-66.5,-79.58,-21.3,-30.12,167.5,157.5,167.5,6.45,7.15,13.600000000000001,8.119402985074627,1.1368,1.11729,1.1270449999999999,0.6734,40.25083293036214,-0.5219349999999998,1867,8293,1.0257810311494004,3.0,5.970149253731338,1,2.149253731343289,2022-11-15,399.0,380.2651672363281,0.2295075,0.2232371428571428,0.2288085714285714,-0.0062703571428571,-0.0006989285714285,1,0.253895,0.20512,0.0487749999999999,-2.7755575615628914e-17,0.2380894269257054,0.5641015532602697,0.5059760956175299,0.4473127991148937,0.2801165994816588,-0.0506090994816588,1.5968807273207752,1.24,-0.6244047476306986,1.539021666562097,0.8997793287998327,0.0431674678176405,0.0863364553282715,-0.0462040917178971,0,24.540000915527344,26.59000015258789,1.5892509155273444
JPM,2022-12-31,2023-01-13,1.0,133.41,111.19,7.2,28.62,3.1,12.0,11.13,23.0,11.66,11.68,11.67,11.14,3.0,0.0,5.0,6.0,35636800000.0,132730000000.0,127737000000.0,19.0,16740.0,16545.12,418.13,551.08,31.34,19.19,3.63,-12.11,13.04,-14.13,-14.95,-23.93,-16.01,140.0,141.0,140.0,1.895,2.3499999999999996,4.244999999999999,3.0321428571428566,0.73681,0.7173,0.727055,0.21487499999999998,70.44583972326717,-0.478035,3437,2620,1.6331099342300541,1.0,0.7142857142857117,1,2.317857142857145,2023-01-12,399.0,380.5446472167969,0.1765471428571428,0.1842121428571428,0.190485,0.007665,0.0139378571428571,0,0.1918742857142857,0.16122,0.0306542857142857,2.7755575615628914e-17,0.0,0.1806827822926222,0.0756972111553784,0.1428801397811495,0.1887255610309563,-0.0121784181738134,0.7570788980604126,1.28,-0.1514978843498283,1.3086243766355303,-0.2391373536125926,0.046338871600509,-0.0004189207572028,-0.0218237616346668,1,18.829999923706055,21.579999923706055,1.1752856379917702
JNJ,2022-12-31,2023-01-24,1.0,177.48,172.21,-5.17,-2.26,2.24,10.1,10.0,20.0,10.05,10.05,10.05,10.04,0.0,0.0,2.0,1.0,24314700000.0,95802400000.0,93481000000.0,20.0,7860.0,7511.2,178.13,78.0,1.94,-0.95,-1.04,-1.92,-1.54,40.47,-15.21,-1.74,-4.95,167.5,170.0,167.5,2.6100000000000003,1.69,4.300000000000001,2.567164179104478,0.30755,0.2978,0.302675,0.166095,45.12430825142481,-0.12194500000000003,324,943,0.6383535606898593,4.0,1.4925373134328401,1,1.0746268656716378,2023-01-23,402.0,384.0628662109375,0.1786371428571428,0.183165,0.1814221428571429,0.0045278571428571,0.002785,0,0.2030285714285714,0.1640057142857142,0.0390228571428571,0.0048799999999999,0.1555431539144892,0.1932841509580227,0.0876494023904382,0.2227060922163645,0.1803656779857337,-0.0017285351285908,1.2347476232921644,1.31,0.0,5.474074459466876,3.55086652912298,0.0053451568897131,0.0527932000032123,-0.0127803070844486,1,19.809999465942383,21.600000381469727,1.9462851802280987
MSFT,2022-12-31,2023-01-24,1.0,238.73,231.32,1.39,4.63,2.29,9.75,9.23,25.0,9.31,9.3,9.32,9.33,1.0,0.0,2.0,1.0,47265600000.0,200132000000.0,195033000000.0,42.0,-135.2,-309.92,74.67,25.04,1.97,5.24,12.17,82.68,-1.28,-9.38,-8.31,-0.36,-4.34,242.5,240.0,242.5,6.2,5.85,12.05,4.969072164948454,0.60023,0.59047,0.59535,0.32219,45.8822541362224,-0.297555,2146,6918,0.5757706799431438,4.0,1.0309278350515427,1,3.938144329896911,2023-01-23,402.0,384.0628662109375,0.1786371428571428,0.183165,0.1814221428571429,0.0045278571428571,0.002785,0,0.2030285714285714,0.1640057142857142,0.0390228571428571,0.0048799999999999,0.1555431539144892,0.1932841509580227,0.0876494023904382,0.2227060922163645,0.1803656779857337,-0.0017285351285908,1.2347476232921644,1.31,0.0,5.474074459466876,3.55086652912298,0.0053451568897131,0.0527932000032123,-0.0127803070844486,1,19.809999465942383,21.600000381469727,1.9462851802280987
TSLA,2022-12-31,2023-01-25,1.0,123.15,225.09,17.28,-35.83,1.11,4.48,3.6,30.0,4.03,4.03,4.11,4.1,0.0,0.0,5.0,2.0,24840600000.0,87427500000.0,78236000000.0,37.0,26028.0,24439.84,1313.07,2239.0,55.95,26.69,64.06,69.35,38.16,67.96,84.03,-1.51,2.62,144.0,160.0,144.0,6.574999999999999,6.55,13.125,9.114583333333332,1.27338,1.25387,1.263625,0.7612,39.76060935799782,-0.570715,2297,24729,0.6792048083693794,3.0,11.111111111111116,0,-1.996527777777784,2023-01-24,402.0,383.6506652832031,0.1772435714285714,0.18073,0.1817746428571428,0.0034864285714285,0.0045310714285713,0,0.1918742857142857,0.1626128571428571,0.0292614285714285,0.0,0.1333227033552767,0.1848818029518039,0.0717131474103585,0.2221476887728344,0.1749328347909836,0.0023107366375878,1.269902754610162,1.25,-0.5196217461194366,0.4925318152606963,-0.828419963252196,0.0061090190963968,0.036170328858786,-0.0138398546457948,1,19.200000762939453,20.90999984741211,1.4756436200823089
XOM,2022-12-31,2023-01-31,1.0,110.3,109.61,5.18,5.84,3.28,14.4,13.32,24.0,13.95,13.89,13.84,13.49,0.0,0.0,13.0,1.0,86861500000.0,525409000000.0,393091000000.0,14.0,4776.8,2453.92,1050.67,745.52,48.16,-4.27,55.69,181.65,7.49,111.16,150.58,1.91,7.76,114.0,115.0,114.0,2.0,2.37,4.37,3.833333333333334,0.46365,0.45389,0.45877,0.33682,26.58194738104061,-0.17073000000000005,520,2605,0.7637842902380303,4.0,0.8771929824561431,1,2.956140350877191,2023-01-30,402.0,384.0245361328125,0.1835135714285714,0.185605,0.185605,0.0020914285714285,0.0020914285714285,0,0.2002399999999999,0.17097,0.0292699999999999,0.0020914285714285,0.2691862910008412,0.2226859089480054,0.1434262948207171,0.1341016474563996,0.1657757273807366,0.0177378440478347,0.8089341520330581,1.2,-0.6669001706192356,1.0785419150881908,-0.3806447178430743,-9.980157286004764e-05,0.0635320948167359,-0.01287883316256,1,19.940000534057617,21.3700008392334,1.588643391200474
AAPL,2022-12-31,2023-02-02,0.0,125.07,138.38,20.59,8.99,1.95,6.29,5.6,39.0,6.1,6.1,6.1,6.13,1.0,1.0,7.0,1.0,94944300000.0,396977000000.0,389326000000.0,38.0,-48345.6,-48368.0,-343.47,465.41,-5.48,41.22,3.67,129.27,56.67,-12.77,-13.19,-0.8,-2.73,146.0,155.0,146.0,2.71,3.2,5.91,4.0479452054794525,0.68803,0.67828,0.683155,0.31731,53.55226851885736,-0.3853599999999999,11164,11549,0.7931552739178067,2.0,6.164383561643838,0,-2.1164383561643856,2023-02-01,412.0,393.8123168945313,0.161215,0.166095,0.1699273214285714,0.0048799999999999,0.0087123214285714,0,0.18073,0.15146,0.0292699999999999,0.0048799999999999,0.0,0.0882397274727925,0.0119521912350597,0.1732024985619832,0.1633408333813348,-0.0021258333813347,1.060374769593745,1.26,-0.2353669270765228,2.4609279975919396,0.8548349949205057,0.026102374219695,0.0741835519029978,0.0,1,17.8700008392334,19.969999313354492,1.7485008392333974
AMZN,2022-12-31,2023-02-02,1.0,85.82,90.98,31.57,24.1,0.18,0.03,-0.32,37.0,-0.12,-0.1,-0.09,-0.09,2.0,0.0,4.0,0.0,147395000000.0,514609000000.0,504916000000.0,46.0,-159108.0,-151946.72,59.73,7776.31,14.7,4.84,16.16,-45.16,-5.56,-7.76,-47.96,1.5,-2.39,105.0,103.0,105.0,4.075,3.875,7.95,7.571428571428572,1.28314,1.28314,1.28314,0.400235,68.80815811213118,-0.907295,16117,19240,0.4248233912388031,2.0,1.904761904761909,1,5.6666666666666625,2023-02-01,412.0,393.8123168945313,0.161215,0.166095,0.1699273214285714,0.0048799999999999,0.0087123214285714,0,0.18073,0.15146,0.0292699999999999,0.0048799999999999,0.0,0.0882397274727925,0.0119521912350597,0.1732024985619832,0.1633408333813348,-0.0021258333813347,1.060374769593745,1.26,-0.2353669270765228,2.4609279975919396,0.8548349949205057,0.026102374219695,0.0741835519029978,0.0,1,17.8700008392334,19.969999313354492,1.7485008392333974
GOOGL,2022-12-31,2023-02-02,0.0,89.12,86.58,20.89,24.44,1.19,4.87,4.45,44.0,4.7,4.71,4.72,4.71,0.0,0.0,3.0,3.0,74668300000.0,285450000000.0,280587000000.0,41.0,-414433.68,-391751.44,-313.6,23851.16,6.1,-0.85,27.3,-24.29,-12.4,-22.93,-18.53,-2.68,-7.5,100.0,106.5,100.0,2.84,2.37,5.21,5.21,0.88315,0.87339,0.87827,0.31243,64.42665695059605,-0.546325,16753,8331,0.8725741293269612,2.0,6.499999999999995,0,-1.2899999999999947,2023-02-01,412.0,393.8123168945313,0.161215,0.166095,0.1699273214285714,0.0048799999999999,0.0087123214285714,0,0.18073,0.15146,0.0292699999999999,0.0048799999999999,0.0,0.0882397274727925,0.0119521912350597,0.1732024985619832,0.1633408333813348,-0.0021258333813347,1.060374769593745,1.26,-0.2353669270765228,2.4609279975919396,0.8548349949205057,0.026102374219695,0.0741835519029978,0.0,1,17.8700008392334,19.969999313354492,1.7485008392333974
JPM,2023-03-31,2023-04-14,1.0,128.26,143.01,8.16,-2.99,3.41,3.86,2.93,22.0,3.4,3.47,3.42,3.36,4.0,0.0,7.0,3.0,36187100000.0,38227000000.0,33953000000.0,17.0,17792.8,16603.36,1045.33,696.27,20.89,277.07,16.72,7.21,14.42,-21.15,-22.49,-23.96,-16.8,129.0,140.0,129.0,1.9449999999999998,1.96,3.905,3.0271317829457365,0.7173,0.72706,0.72218,0.18560500000000002,74.29934365393669,-0.45365000000000005,1564,3242,0.6815686200520735,1.0,8.52713178294573,0,-5.499999999999994,2023-04-13,416.0,397.8846130371094,0.15634,0.1633078571428571,0.1667921428571428,0.0069678571428571,0.0104521428571427,0,0.18073,0.1403071428571428,0.0404228571428571,0.0041785714285713,0.0,0.0,0.0,0.102322374562948,0.1435108534753165,0.0128291465246835,0.7129939797936413,1.36,0.0212084315058469,1.7228583637205734,0.1204027498840959,0.0144013134584206,0.059525674752767,-0.0041556519142181,1,17.799999237060547,20.260000228881836,2.165999237060543
JNJ,2023-03-31,2023-04-18,1.0,152.38,169.76,5.66,-5.15,2.5,2.59,2.34,16.0,2.51,2.52,2.52,2.58,0.0,0.0,2.0,1.0,23666400000.0,24463000000.0,23298000000.0,15.0,8106.4,7702.24,320.0,152.11,1.59,236.22,2.38,10.33,-7.84,-0.55,0.33,-1.03,-0.33,165.0,162.5,165.0,2.2750000000000004,1.52,3.7950000000000004,2.3000000000000003,0.26853,0.26853,0.26853,0.17585,34.513834580866195,-0.08780499999999997,7524,2523,0.31432864526986415,4.0,1.5151515151515138,1,0.7848484848484865,2023-04-17,417.0,398.3369445800781,0.1430942857142857,0.15634,0.1588923809523809,0.0132457142857143,0.0157980952380952,0,0.17097,0.13195,0.03902,0.0083657142857143,0.0,0.0,0.0,0.1087038164317319,0.13098694001787,0.0121073456964156,0.8298828602065363,1.18,-1.0419112482663886,0.8091449913302831,-0.584628380505793,0.0105710928017577,0.0490011038348112,-0.0030235352256938,1,16.950000762939453,19.649999618530273,2.6405721915108824
TSLA,2023-03-31,2023-04-19,0.0,183.25,127.17,-1.45,42.01,0.85,1.06,0.69,26.0,0.86,0.86,0.86,1.03,0.0,0.0,6.0,4.0,23208600000.0,25018600000.0,20231900000.0,22.0,26207.2,24508.32,97.07,1538.93,51.35,279.71,54.13,40.0,13.33,85.8,104.22,0.32,4.34,185.0,162.5,185.0,6.5,7.05,13.55,7.324324324324325,1.01973,1.00998,1.014855,0.66852,34.12655009828991,-0.4487700000000001,15445,40348,0.9192199925986905,3.0,12.16216216216216,0,-4.837837837837835,2023-04-18,417.0,398.5967102050781,0.1417,0.1559914285714286,0.1593569047619047,0.0142914285714285,0.0176569047619047,0,0.17097,0.1235842857142857,0.0473857142857143,0.0055771428571428,0.0,0.0,0.0,0.1083296279775042,0.1208918736302932,0.0208081263697067,0.8960869306136622,1.12,-1.2614383357937882,0.9725080230713196,-0.4583519700485939,0.0109585904742208,0.0621040402299883,-0.0023733815856508,1,16.829999923706055,19.81999969482422,2.6599999237060548
GOOGL,2023-03-31,2023-04-25,1.0,105.44,95.22,-1.51,9.06,1.07,1.21,0.87,36.0,1.07,1.06,1.08,1.17,1.0,0.0,3.0,3.0,68904000000.0,71359000000.0,67270600000.0,31.0,-414747.28,-414086.48,-171.73,245.89,9.78,309.36,11.29,-31.37,-0.94,-17.74,-4.92,-1.56,-4.09,106.0,104.0,106.0,2.75,2.67,5.42,5.113207547169811,0.61974,0.60999,0.614865,0.38072,38.08071690533694,-0.297555,6094,8232,0.9194273203894682,4.0,1.8867924528301883,1,3.2264150943396226,2023-04-24,415.0,397.0763244628906,0.1417,0.1538999999999999,0.1619121428571428,0.0121999999999999,0.0202121428571428,0,0.1779414285714285,0.12219,0.0557514285714285,0.0083657142857143,0.0,0.0,0.0119521912350597,0.0435295890633698,0.0931510130727776,0.0485489869272223,0.4673012952565607,1.02,-1.6037090419877444,0.5424146574553728,-0.6306545047046789,-0.003164708004969,0.049495118798803,-0.0061786746245309,1,16.889999389648438,20.399999618530273,2.7199993896484376
