ticker,announcement_date,pre_date,post_date,pre_status,post_status,pre_path,post_path
WMT,2024-05-16,2024-05-15,2024-05-17,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/WMT/2024-05-15.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/WMT/2024-05-17.json
NVDA,2024-05-22,2024-05-21,2024-05-23,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/NVDA/2024-05-21.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/NVDA/2024-05-23.json
JPM,2024-07-12,2024-07-11,2024-07-15,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/JPM/2024-07-11.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/JPM/2024-07-15.json
JNJ,2024-07-17,2024-07-16,2024-07-18,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/JNJ/2024-07-16.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/JNJ/2024-07-18.json
GOOGL,2024-07-23,2024-07-22,2024-07-24,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/GOOGL/2024-07-22.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/GOOGL/2024-07-24.json
TSLA,2024-07-23,2024-07-22,2024-07-24,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/TSLA/2024-07-22.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/TSLA/2024-07-24.json
AAPL,2024-08-01,2024-07-31,2024-08-02,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/AAPL/2024-07-31.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/AAPL/2024-08-02.json
AMZN,2024-08-01,2024-07-31,2024-08-02,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/AMZN/2024-07-31.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/AMZN/2024-08-02.json
XOM,2024-08-02,2024-08-01,2024-08-05,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/XOM/2024-08-01.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/XOM/2024-08-05.json
WMT,2024-08-15,2024-08-14,2024-08-16,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/WMT/2024-08-14.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/WMT/2024-08-16.json
NVDA,2024-08-28,2024-08-27,2024-08-29,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/NVDA/2024-08-27.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/NVDA/2024-08-29.json
JPM,2024-10-11,2024-10-10,2024-10-15,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/JPM/2024-10-10.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/JPM/2024-10-15.json
JNJ,2024-10-15,2024-10-11,2024-10-16,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/JNJ/2024-10-11.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/JNJ/2024-10-16.json
TSLA,2024-10-23,2024-10-22,2024-10-24,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/TSLA/2024-10-22.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/TSLA/2024-10-24.json
GOOGL,2024-10-29,2024-10-28,2024-10-30,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/GOOGL/2024-10-28.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/GOOGL/2024-10-30.json
MSFT,2024-10-30,2024-10-29,2024-10-31,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/MSFT/2024-10-29.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/MSFT/2024-10-31.json
AMZN,2024-10-31,2024-10-30,2024-11-01,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/AMZN/2024-10-30.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/AMZN/2024-11-01.json
XOM,2024-11-01,2024-10-31,2024-11-04,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/XOM/2024-10-31.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/XOM/2024-11-04.json
WMT,2024-11-19,2024-11-18,2024-11-20,fetched,fetched,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/WMT/2024-11-18.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/WMT/2024-11-20.json
NVDA,2024-11-20,2024-11-19,2024-11-21,cached,cached,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/NVDA/2024-11-19.json,/Users/ibrahimfiratsoysal/Downloads/Option_Volatility_Crush-main/unified_strategy/cache/options/NVDA/2024-11-21.json
